plotID,earliest_disturbance,latest_disturbance,mean_before_O,mean_after_O,mean_before_M,mean_after_M,years_offset_before,O_after_1,O_after_2,O_after_3,O_after_4,O_after_5,O_after_6,O_after_7,O_after_8,O_after_9,O_after_10,O_after_11,O_after_12,O_after_13,O_after_14,O_after_15,O_after_16,O_after_17,O_after_18,O_after_19,O_after_20,M_after_1,M_after_2,M_after_3,M_after_4,M_after_5,M_after_6,M_after_7,M_after_8,M_after_9,M_after_10,M_after_11,M_after_12,M_after_13,M_after_14,M_after_15,M_after_16,M_after_17,M_after_18,M_after_19,M_after_20
GUAN_049,9/19/17,9/19/17,,,8.74,13.513333333333335,10,,,,,,,,,,,,,,,,,,,,,9.773333333333333,,,,17.253333333333334,,,,,,,,,,,,,,,
GUAN_048,9/19/17,9/19/17,,,13.44,11.427142857142856,10,,,,,,,,,,,,,,,,,,,,,9.395,,,,14.136666666666668,,,,,,,,,,,,,,,
GUAN_042,9/19/17,9/19/17,,,30.515,20.596666666666668,10,,,,,,,,,,,,,,,,,,,,,19.453333333333333,,,,21.74,,,,,,,,,,,,,,,
GUAN_006,9/19/17,9/19/17,,,18.19333333333333,20.805,10,,,,,,,,,,,,,,,,,,,,,14.586666666666668,,,,27.02333333333333,,,,,,,,,,,,,,,
GUAN_043,9/19/17,9/19/17,,,17.776666666666667,15.395714285714286,10,,,,,,,,,,,,,,,,,,,,,19.356666666666666,,,,12.425,,,,,,,,,,,,,,,
JERC_003,9/9/17,10/10/18,,,0.9199999999999999,0.94,10,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,
JERC_047,9/9/17,10/10/18,,,0.7200000000000001,0.9866666666666667,10,,,,,,,,,,,,,,,,,,,,,0.9866666666666667,,,,,,,,,,,,,,,,,,,
JERC_002,9/9/17,10/10/18,,,1.2166666666666666,1.0833333333333333,10,,,,,,,,,,,,,,,,,,,,,1.0833333333333333,,,,,,,,,,,,,,,,,,,
JERC_006,9/9/17,10/10/18,,,1.1724999999999999,1.1333333333333333,10,,,,,,,,,,,,,,,,,,,,,1.1333333333333333,,,,,,,,,,,,,,,,,,,
JERC_048,9/9/17,10/10/18,,,1.055,1.2375,10,,,,,,,,,,,,,,,,,,,,,1.2375,,,,,,,,,,,,,,,,,,,
JERC_001,9/9/17,10/10/18,,,0.8433333333333333,0.685,10,,,,,,,,,,,,,,,,,,,,,0.685,,,,,,,,,,,,,,,,,,,
JERC_005,9/9/17,10/10/18,,,1.2033333333333334,1.3499999999999999,10,,,,,,,,,,,,,,,,,,,,,1.3499999999999999,,,,,,,,,,,,,,,,,,,
JERC_049,9/9/17,10/10/18,,,1.1266666666666667,0.8333333333333334,10,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,
LENO_002,1/2/19,4/19/19,2.24,2.3066666666666666,,,10,,,,,2.3066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_061,1/2/19,4/19/19,1.7466666666666668,1.9466666666666665,,,10,,,,,1.9466666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_003,1/2/19,4/19/19,2.6333333333333333,2.1533333333333333,,,10,,,,,2.1533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_062,1/2/19,4/19/19,1.3466666666666667,1.7525,,,10,,,,,1.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_063,1/2/19,4/19/19,1.745,1.5899999999999999,,,10,,,,,1.5899999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENO_006,1/2/19,4/19/19,2.3833333333333333,2.2866666666666666,,,10,,,,,2.2866666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
